LOCID,LAT,LON,STATE_CODE,ZIPCODE,DIST,FUND_TYPE,NAICS_CODE,RECIPIENT,ACTION_DATE,START_DATE,END_DATE,PERMALINK,FED_ATION_OBL,CURRENT_TOTAL_VALUE,SUBAGENCY,DESCRIPTION
"Sioux Falls, SD Metro Area",43.49542,-96.995339,SD,57301,54.5,contract,,"TRAIL-EZE, INC.",6/13/23,3/5/22,2/6/23,https://www.usaspending.gov/award/CONT_AWD_89503422PWA001311_8900_-NONE-_-NONE-/,0.0,107498.0,Department of Energy,TRUCK TRAILER MANUFACTURING
"Morristown, TN Metro Area",36.168802,-83.422614,SD,40965,35.57,contract,,MARY HELEN PARKEY,6/13/23,1/3/23,4/4/23,https://www.usaspending.gov/award/CONT_AWD_89503423PWA001543_8900_-NONE-_-NONE-/,0.0,19492.0,Department of Energy,NONCURRENT-CARRYING WIRING DEVICE MANUFACTURING
"New Orleans-Metairie, LA Metro Area",30.05342,-89.934502,SD,70123,17.74,contract,,"TANAKA MADISON CONSULTING, LLC",6/13/23,8/18/21,3/31/24,https://www.usaspending.gov/award/CONT_AWD_89243521FFE400149_8900_89243520DFE000003_8900/,236796.0,922830.0,Department of Energy,ENGINEERING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,"APOGEE GROUP, LLC",6/12/23,8/12/16,3/31/24,https://www.usaspending.gov/award/CONT_AWD_DEDT0012352_8900_DENA0003363_8900/,0.0,28340656.03,Department of Energy,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION
"Phoenix-Mesa-Chandler, AZ Metro Area",33.185765,-112.067862,SD,85009,18.18,contract,,ADDISON CONSTRUCTION CO,6/12/23,9/20/22,6/1/24,https://www.usaspending.gov/award/CONT_AWD_89503122CWA000074_8900_-NONE-_-NONE-/,0.0,1278987.0,Department of Energy,POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION
"Pittsburgh, PA Metro Area",40.439525,-79.836097,SD,15236,9.75,contract,,"LYME COMPUTER SYSTEMS, INC.",6/12/23,7/1/23,6/30/24,https://www.usaspending.gov/award/CONT_AWD_89243323FFE400479_8900_NNG15SC80B_8000/,46884.33,46884.33,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,ATTAINX INC.,6/12/23,7/29/22,7/31/24,https://www.usaspending.gov/award/CONT_AWD_89303922FEM000161_8900_89303918AEM000003_8900/,125068.8,247680.0,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,"BOOTH MANAGEMENT CONSULTING, LLC",6/12/23,1/24/20,1/26/24,https://www.usaspending.gov/award/CONT_AWD_89303920FEM000102_8900_89303918AEM000004_8900/,56050.52,433264.29,Department of Energy,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80401,26.51,contract,,THE BUILDING PEOPLE LLC,6/12/23,1/5/23,11/8/27,https://www.usaspending.gov/award/CONT_AWD_89243423FEE000289_8900_89243423AEE000005_8900/,724054.0,974054.4,Department of Energy,FACILITIES SUPPORT SERVICES
"Morgantown, WV Metro Area",39.525155,-79.801912,SD,26505,11.69,contract,,KBC ENERGY SOLUTIONS LLC,6/12/23,4/1/23,3/31/26,https://www.usaspending.gov/award/CONT_AWD_89243323CFE000074_8900_-NONE-_-NONE-/,2500387.0,121993811.0,Department of Energy,ENGINEERING SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80228,23.09,contract,,"THUNDERCAT TECHNOLOGY, LLC",6/12/23,12/22/22,1/23/23,https://www.usaspending.gov/award/CONT_AWD_89503023FWA400697_8900_NNG15SC92B_8000/,0.0,51803.69,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20176,26.48,contract,,NORTHBOUND SOLUTIONS LLC,6/12/23,12/10/21,12/13/22,https://www.usaspending.gov/award/CONT_AWD_89243422FEE400269_8900_DEEE0008101_8900/,-9894.12,144550.68,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,BATTELLE MEMORIAL INSTITUTE,6/12/23,1/4/03,9/30/27,https://www.usaspending.gov/award/CONT_AWD_DEAC0576RL01830_8900_-NONE-_-NONE-/,14400960.97,30134631902.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,ATTAINX INC.,6/12/23,7/31/19,8/4/23,https://www.usaspending.gov/award/CONT_AWD_89303919FEM000087_8900_89303918AEM000003_8900/,50000.0,562848.0,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,"CENTRAL PLATEAU CLEANUP COMPANY, LLC",6/12/23,8/16/21,9/30/24,https://www.usaspending.gov/award/CONT_AWD_89303921FEM400037_8900_89303320DEM000030_8900/,295233.47,1777622409.0,Department of the Navy,REMEDIATION SERVICES
"Bismarck, ND Metro Area",46.887031,-100.979592,SD,58501,14.24,contract,,"NEUCOMM SOLUTIONS, LLC",6/12/23,6/12/23,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89503123FWA400507_8900_89503120DWA000002_8900/,140000.0,215000.0,Department of Energy,BUILDING INSPECTION SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80120,12.46,contract,,G & RK CONSULTING ASSOCIATES LLC,6/12/23,9/27/21,6/30/23,https://www.usaspending.gov/award/CONT_AWD_89503421CWA000053_8900_-NONE-_-NONE-/,0.0,4125483.0,Department of Energy,"POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING"
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,RSI SERVICES LLC,6/12/23,9/30/22,12/31/24,https://www.usaspending.gov/award/CONT_AWD_89303322FEM400299_8900_89303321DEM000057_8900/,131253.21,8968303.36,Department of Energy,REMEDIATION SERVICES
"Bakersfield, CA Metro Area",35.346629,-118.729506,SD,93301,16.64,contract,,PARAGON PROFESSIONAL SERVICES LLC,6/12/23,6/12/23,6/19/24,https://www.usaspending.gov/award/CONT_AWD_89243523FCR000002_8900_89243521AFE000001_8900/,877158.0,877158.0,Department of Energy,REMEDIATION SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20120,4.06,contract,,PARSONS GOVERNMENT SERVICES INC.,6/12/23,5/1/23,6/30/27,https://www.usaspending.gov/award/CONT_AWD_89233123FNA000122_8900_89233222ANA000004_8900/,372423.78,1940544.32,Department of Energy,ENGINEERING SERVICES
"Phoenix-Mesa-Chandler, AZ Metro Area",33.185765,-112.067862,SD,85009,18.18,contract,,BESTWAY ELECTRIC MOTOR SERVICE CO INC,6/12/23,7/28/21,7/27/24,https://www.usaspending.gov/award/CONT_AWD_89503121CWA000063_8900_-NONE-_-NONE-/,17445.0,52335.0,Department of Energy,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80228,23.09,contract,,"V3GATE, LLC",6/12/23,5/31/22,1/7/23,https://www.usaspending.gov/award/CONT_AWD_89503022FWA400577_8900_NNG15SD27B_8000/,0.0,14088.94,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80228,23.09,contract,,"NEW TECH SOLUTIONS, INC.",6/12/23,12/22/22,1/23/23,https://www.usaspending.gov/award/CONT_AWD_89503023FWA400696_8900_NNG15SC82B_8000/,0.0,73587.1,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",41.823521,-87.828297,SD,60089,24.73,contract,,SIEMENS GOVERNMENT TECHNOLOGIES INC,6/12/23,5/10/13,6/17/32,https://www.usaspending.gov/award/CONT_AWD_DENA0001628_8900_-NONE-_-NONE-/,0.0,52886317.65,Department of Energy,POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION
"El Paso, TX Metro Area",31.527394,-105.521333,SD,88220,84.45,contract,,CAST SPECIALTY TRANSPORTATION INC,6/12/23,6/16/22,7/11/27,https://www.usaspending.gov/award/CONT_AWD_89303222FEM400018_8900_89303322DEM000076_8900/,0.0,56490732.0,Department of Energy,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE"
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37771,13.62,contract,,"NORTH WIND SOLUTIONS, LLC",6/12/23,10/19/15,4/18/23,https://www.usaspending.gov/award/CONT_AWD_DEEM0003760_8900_-NONE-_-NONE-/,-78494.63,271492014.3,Department of Energy,HAZARDOUS WASTE TREATMENT AND DISPOSAL
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20176,26.48,contract,,NORTHBOUND SOLUTIONS LLC,6/12/23,1/7/22,10/1/22,https://www.usaspending.gov/award/CONT_AWD_89243422FEE400231_8900_DEEE0008101_8900/,-74832.55,338524.25,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20176,26.48,contract,,NORTHBOUND SOLUTIONS LLC,6/12/23,1/7/22,10/1/22,https://www.usaspending.gov/award/CONT_AWD_89243422FEE400257_8900_DEEE0008101_8900/,-12656.0,0.0,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,INDEPENDENT STRATEGIC MANAGEMENT SOLUTIONS INC,6/12/23,5/23/21,5/22/24,https://www.usaspending.gov/award/CONT_AWD_89303921CEM000021_8900_-NONE-_-NONE-/,200000.0,1883599.25,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,COHNREZNICK LLP,6/12/23,6/9/22,8/3/23,https://www.usaspending.gov/award/CONT_AWD_89303922FEM000163_8900_DEMA0011836_8900/,0.0,623207.5,Department of Energy,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS
"Bremerton-Silverdale-Port Orchard, WA Metro Area",47.639595,-122.649634,SD,98101,14.76,contract,,"SEALASKA REMEDIATION SOLUTIONS, LLC",6/10/23,10/1/22,3/31/24,https://www.usaspending.gov/award/CONT_AWD_89233122FNA400491_8900_89233122DNA000051_8900/,0.0,13642163.4,Department of Energy,ALL OTHER SUPPORT SERVICES
"Milwaukee-Waukesha, WI Metro Area",42.912643,-87.862312,SD,53224,19.5,contract,,ASPEN EQUIPMENT LLC,6/10/23,2/14/23,2/28/23,https://www.usaspending.gov/award/CONT_AWD_89503423PWA001572_8900_-NONE-_-NONE-/,0.0,33721.0,Department of Energy,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE
"San Francisco-Oakland-Berkeley, CA Metro Area",37.773718,-122.274432,SD,94103,7.5,contract,,"BETTERUP, INC.",6/10/23,7/29/21,8/1/24,https://www.usaspending.gov/award/CONT_AWD_89233121CNA000207_8900_-NONE-_-NONE-/,300000.0,1050000.0,Department of Energy,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING
"Modesto, CA Metro Area",37.562316,-121.002831,SD,94550,31.59,contract,,"TETRA TECH, INC.",6/10/23,3/23/20,9/22/23,https://www.usaspending.gov/award/CONT_AWD_89233120FNA400272_8900_GS00F168CA_4732/,0.0,3404669.31,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"San Francisco-Oakland-Berkeley, CA Metro Area",37.773718,-122.274432,SD,94539,26.65,contract,,"J. H. TECHNOLOGIES, INC.",6/9/23,6/9/23,7/28/23,https://www.usaspending.gov/award/CONT_AWD_89243323PFE000649_8900_-NONE-_-NONE-/,38921.0,43921.0,Department of Energy,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING
"Cincinnati, OH-KY-IN Metro Area",39.100546,-84.479533,SD,45202,1.39,contract,,"TEKPRO SUPPORT SERVICES, LLC",6/9/23,2/28/23,2/29/24,https://www.usaspending.gov/award/CONT_AWD_89303323FEM400340_8900_89303320DEM000034_8900/,228000.0,899276.56,Department of Energy,ALL OTHER BUSINESS SUPPORT SERVICES
"Hagerstown-Martinsburg, MD-WV Metro Area",39.554433,-77.984594,SD,25414,22.5,contract,,TI VERBATIM CONSULTING INC.,6/9/23,11/14/22,5/16/24,https://www.usaspending.gov/award/CONT_AWD_89303323FLM400003_8900_89303021DLM000004_8900/,0.0,2273302.77,Department of Energy,OTHER MANAGEMENT CONSULTING SERVICES
"Hagerstown-Martinsburg, MD-WV Metro Area",39.554433,-77.984594,SD,25414,22.5,contract,,TI VERBATIM CONSULTING INC.,6/9/23,11/14/22,5/16/24,https://www.usaspending.gov/award/CONT_AWD_89303323FLM400003_8900_89303021DLM000004_8900/,815000.0,2273302.77,Department of Energy,OTHER MANAGEMENT CONSULTING SERVICES
"Grand Junction, CO Metro Area",39.019524,-108.460571,SD,84532,60.75,contract,,"NORTH WIND PORTAGE, INC.",6/9/23,10/1/22,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303322FEM400262_8900_89303322DEM000073_8900/,2771586.1,48867979.15,Department of Energy,REMEDIATION SERVICES
"Hagerstown-Martinsburg, MD-WV Metro Area",39.554433,-77.984594,SD,25414,22.5,contract,,TI VERBATIM CONSULTING INC.,6/9/23,11/10/22,11/9/23,https://www.usaspending.gov/award/CONT_AWD_89303323FLM400002_8900_89303021DLM000004_8900/,105000.0,205096.32,Department of Energy,OTHER MANAGEMENT CONSULTING SERVICES
"Lancaster, PA Metro Area",40.041992,-76.250198,SD,17517,15.31,contract,,MGS INC,6/9/23,8/27/21,10/21/22,https://www.usaspending.gov/award/CONT_AWD_89503421PWA001191_8900_-NONE-_-NONE-/,0.0,38103.0,Department of Energy,TRUCK TRAILER MANUFACTURING
"Hagerstown-Martinsburg, MD-WV Metro Area",39.554433,-77.984594,SD,25414,22.5,contract,,TI VERBATIM CONSULTING INC.,6/9/23,5/17/23,5/18/24,https://www.usaspending.gov/award/CONT_AWD_89303323FLM400006_8900_89303021DLM000004_8900/,4500.0,235314.0,Department of Energy,OTHER MANAGEMENT CONSULTING SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22030,8.35,contract,,"THE GEORGE MASON UNIVERSITY INSTRUCTIONAL FOUNDATION, INC.",6/9/23,8/1/20,7/31/21,https://www.usaspending.gov/award/CONT_AWD_89603020P0029_8960_-NONE-_-NONE-/,-46.0,110059.0,Federal Energy Regulatory Commission,"COMPUTING INFRASTRUCTURE PROVIDERS, DATA PROCESSING, WEB HOSTING, AND RELATED SERVICES"
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80010,21.11,contract,,JP WHELAN CO,6/9/23,9/3/20,3/25/23,https://www.usaspending.gov/award/CONT_AWD_89503420FWA400870_8900_89503419DWA000004_8900/,0.0,315101.93,Department of Energy,WOOD PRESERVATION
"Grand Forks, ND-MN Metro Area",47.835929,-96.842681,SD,58301,97.43,contract,,THE PEAK INC,6/9/23,12/2/22,3/3/23,https://www.usaspending.gov/award/CONT_AWD_89503423FWA401400_8900_GS02F0150V_4730/,0.0,85188.05,Department of Energy,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING
"San Francisco-Oakland-Berkeley, CA Metro Area",37.773718,-122.274432,SD,94803,12.64,contract,,"FEDCORP SERVICES, INC.",6/9/23,12/2/22,2/7/23,https://www.usaspending.gov/award/CONT_AWD_89503423PWA001524_8900_-NONE-_-NONE-/,0.0,13977.99,Department of Energy,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",45.600622,-122.484378,SD,97035,17.42,contract,,UNITED SALES ASSOCIATES INC,6/9/23,7/1/22,12/29/22,https://www.usaspending.gov/award/CONT_AWD_89503422PWA001425_8900_-NONE-_-NONE-/,0.0,56792.25,Department of Energy,STORAGE BATTERY MANUFACTURING
"Austin-Round Rock-Georgetown, TX Metro Area",30.249744,-97.649842,SD,78702,3.98,contract,,3T BUSINESS GROUP LLC,6/9/23,12/8/22,2/16/23,https://www.usaspending.gov/award/CONT_AWD_89503423PWA001530_8900_-NONE-_-NONE-/,0.0,27870.24,Department of Energy,ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING
"Sacramento-Roseville-Folsom, CA Metro Area",38.790272,-121.005643,SD,95630,11.41,contract,,ASPEN ENVIRONMENTAL GROUP,6/9/23,8/8/22,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89503322PWA000235_8900_-NONE-_-NONE-/,0.0,401368.69,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",26.101828,-80.478755,SD,33009,22.24,contract,,MVA POWER USA INC,6/9/23,12/16/22,4/3/23,https://www.usaspending.gov/award/CONT_AWD_89503423PWA001534_8900_-NONE-_-NONE-/,0.0,87130.0,Department of Energy,ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING
"Hagerstown-Martinsburg, MD-WV Metro Area",39.554433,-77.984594,SD,25414,22.5,contract,,TI VERBATIM CONSULTING INC.,6/9/23,9/13/21,9/12/23,https://www.usaspending.gov/award/CONT_AWD_89303021FLM400036_8900_89303021DLM000004_8900/,80000.0,526644.96,Department of Energy,OTHER MANAGEMENT CONSULTING SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80228,23.09,contract,,TI VERBATIM CONSULTING INC.,6/9/23,7/25/22,1/31/23,https://www.usaspending.gov/award/CONT_AWD_89503022CWA000017_8900_-NONE-_-NONE-/,0.0,82132.9,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Boston-Cambridge-Newton, MA-NH Metro Area",42.517606,-71.021993,SD,01960,2.92,contract,,"JEOL USA, INC.",6/9/23,6/8/21,5/31/24,https://www.usaspending.gov/award/CONT_AWD_89243321PFE000424_8900_-NONE-_-NONE-/,42265.65,126796.97,Department of Energy,OTHER DIRECT SELLING ESTABLISHMENTS
"Lincoln, NE Metro Area",40.817429,-96.868801,SD,68434,14.47,contract,,LAMINATED WOOD SYSTEMS INC,6/9/23,8/23/22,3/27/23,https://www.usaspending.gov/award/CONT_AWD_89503422PWA001456_8900_-NONE-_-NONE-/,0.0,163006.0,Department of Energy,ENGINEERED WOOD MEMBER (EXCEPT TRUSS) MANUFACTURING
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22203,20.66,contract,,"NATIONAL CAPITOL CONTRACTING, LLC",6/9/23,11/8/21,11/7/22,https://www.usaspending.gov/award/CONT_AWD_89603021F0071_8960_GS35F0822R_4730/,-32267.0,19176.25,Federal Energy Regulatory Commission,OTHER COMPUTER RELATED SERVICES
"Trenton-Princeton, NJ Metro Area",40.282503,-74.703724,SD,07920,28.69,contract,,CELLCO PARTNERSHIP,6/8/23,6/8/23,6/21/23,https://www.usaspending.gov/award/CONT_AWD_89503423FWA401493_8900_47QTCA20D00B5_4732/,28608.0,28608.0,Department of Energy,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE)
"Augusta-Richmond County, GA-SC Metro Area",33.460371,-81.982833,SD,29801,18.9,contract,,"TETRA TECH, INC.",6/8/23,6/1/19,11/30/23,https://www.usaspending.gov/award/CONT_AWD_89233119FNA400183_8900_GS00F168CA_4732/,0.0,2980238.22,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Lexington-Fayette, KY Metro Area",38.102876,-84.438545,SD,40513,10.86,contract,,"LYME COMPUTER SYSTEMS, INC.",6/8/23,6/8/23,6/13/23,https://www.usaspending.gov/award/CONT_AWD_89303123FEM400279_8900_NNG15SC80B_8000/,44399.2,44399.2,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Lexington-Fayette, KY Metro Area",38.102876,-84.438545,SD,40513,10.86,contract,,"REDHAWK IT SOLUTIONS, LLC",6/8/23,6/8/23,5/22/24,https://www.usaspending.gov/award/CONT_AWD_89303123FEM400278_8900_NNG15SD38B_8000/,5756.22,5756.22,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Bremerton-Silverdale-Port Orchard, WA Metro Area",47.639595,-122.649634,SD,98101,14.76,contract,,"SEALASKA REMEDIATION SOLUTIONS, LLC",6/8/23,10/1/22,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89233122FNA400490_8900_89233122DNA000051_8900/,0.0,2684411.0,Department of Energy,ALL OTHER SUPPORT SERVICES
"Grand Junction, CO Metro Area",39.019524,-108.460571,SD,81419,39.53,contract,,"VEGETATION MANAGEMENT WEST, L.P.",6/8/23,6/8/23,12/31/24,https://www.usaspending.gov/award/CONT_AWD_89503223FWA000145_8900_89503219AWA000002_8900/,75690.08,75690.08,Department of Energy,"SOIL PREPARATION, PLANTING, AND CULTIVATING"
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,"BECHTEL NATIONAL, INC.",6/8/23,12/15/00,8/31/23,https://www.usaspending.gov/award/CONT_AWD_DEAC2701RV14136_8900_-NONE-_-NONE-/,0.0,14959419082.0,Department of Energy,INDUSTRIAL NONBUILDING STRUCTURE CONSTRUCTION
"Pittsburgh, PA Metro Area",40.439525,-79.836097,SD,15122,6.25,contract,,"FEI BEHAVIORAL HEALTH, INC.",6/8/23,6/30/21,6/30/24,https://www.usaspending.gov/award/CONT_AWD_89233021CNR000036_8900_-NONE-_-NONE-/,18984.6,58660.6,Department of Energy,OTHER INDIVIDUAL AND FAMILY SERVICES
"Pittsburgh, PA Metro Area",40.439525,-79.836097,SD,15236,9.75,contract,,PEOPLES NATURAL GAS COMPANY LLC,6/8/23,10/1/13,9/30/23,https://www.usaspending.gov/award/CONT_AWD_DEFE0014489_8900_-NONE-_-NONE-/,35000.0,3616690.0,Department of Energy,NATURAL GAS DISTRIBUTION
"Santa Fe, NM Metro Area",35.514531,-105.963972,SD,87501,14.79,contract,,DOXCELERATE CORPORATION,6/8/23,10/1/21,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89233121CNA000227_8900_-NONE-_-NONE-/,0.0,340128.0,Department of Energy,SOFTWARE PUBLISHERS
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,CORPORATE ALLOCATION SERVICES INC,6/8/23,1/21/22,1/23/24,https://www.usaspending.gov/award/CONT_AWD_89303922FEM000140_8900_89303918AEM000006_8900/,47414.4,373420.8,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Morgantown, WV Metro Area",39.525155,-79.801912,SD,26505,11.69,contract,,"KEYLOGIC SYSTEMS, LLC",6/8/23,2/1/23,1/31/26,https://www.usaspending.gov/award/CONT_AWD_89243323CFE000075_8900_-NONE-_-NONE-/,5219276.0,99977483.0,Department of Energy,ENGINEERING SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,TENNESSEE VALLEY AUTHORITY,6/8/23,9/28/20,9/30/30,https://www.usaspending.gov/award/CONT_AWD_89243120FSC400257_8900_89243120DSC000006_8900/,0.0,108396199.9,Department of Energy,ELECTRIC BULK POWER TRANSMISSION AND CONTROL
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80401,26.51,contract,,ALLIANCE FOR SUSTAINABLE ENERGY LLC,6/8/23,7/29/08,9/30/28,https://www.usaspending.gov/award/CONT_AWD_DEAC3608GO28308_8900_-NONE-_-NONE-/,160000.0,13300000000.0,Department of Energy,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",26.101828,-80.478755,SD,33009,22.24,contract,,MVA POWER USA INC,6/8/23,6/8/23,8/21/23,https://www.usaspending.gov/award/CONT_AWD_89503423PWA001644_8900_-NONE-_-NONE-/,34580.0,34580.0,Department of Energy,CURRENT-CARRYING WIRING DEVICE MANUFACTURING
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"ACCORD FEDERAL SERVICES, LLC",6/8/23,2/8/18,8/14/23,https://www.usaspending.gov/award/CONT_AWD_89243118FSC400014_8900_GS21F139AA_4732/,3842.47,1478192.55,Department of Energy,EXTERMINATING AND PEST CONTROL SERVICES
"San Francisco-Oakland-Berkeley, CA Metro Area",37.773718,-122.274432,SD,94588,22.57,contract,,"LTD GLOBAL, LLC",6/8/23,3/27/19,3/31/24,https://www.usaspending.gov/award/CONT_AWD_89233119CNA000062_8900_-NONE-_-NONE-/,72000.0,2660959.0,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Lynchburg, VA Metro Area",37.364926,-79.216689,SD,24501,4.17,contract,,COHNREZNICK LLP,6/8/23,3/4/22,8/10/22,https://www.usaspending.gov/award/CONT_AWD_89233022FNR000019_8900_DEMA0011836_8900/,-14797.43,80839.14,Department of Energy,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,CAMEO CONSULTING GROUP LLC,6/8/23,2/1/19,1/31/24,https://www.usaspending.gov/award/CONT_AWD_89303919FEM000066_8900_89303918AEM000005_8900/,0.0,370195.02,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,MCP COMPUTER PRODUCTS INC.,6/8/23,5/24/23,7/31/23,https://www.usaspending.gov/award/CONT_AWD_89243123FSC400532_8900_47QTCA19D00ML_4732/,1575.0,22669.75,Department of Energy,ELECTRONIC COMPUTER MANUFACTURING
"Hartford-East Hartford-Middletown, CT Metro Area",41.71865,-72.573919,SD,06457,12.79,contract,,REGAN TECHNOLOGIES CORP,6/8/23,5/11/22,4/30/24,https://www.usaspending.gov/award/CONT_AWD_89303022FIM400061_8900_NNG15SD39B_8000/,401.8,17854621.23,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,CORPORATE ALLOCATION SERVICES INC,6/8/23,1/24/22,1/23/24,https://www.usaspending.gov/award/CONT_AWD_89303922FEM000135_8900_89303918AEM000006_8900/,53908.8,424588.2,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
